,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
283,246 248,SUMNER,ST,2128.0,343,ANNOB REALTY COMPANY INC,655000,1950.0,
284,   ,SUMNER,ST,2128.0,337,ANNOB REALTY COMPANY INC,193200,0.0,
285,147  ,MAVERICK,ST,2128.0,320,HITCHINGS ELEANOR T TS,271500,1940.0,2012.0
286,222  ,SUMNER,ST,2128.0,340,STORE SUMNER RLTY TR,81500,1920.0,1970.0
287,1 3,MAVERICK,SQ,2128.0,328,ALGAB  LLC,319500,1910.0,2009.0
288,5 7,MAVERICK,SQ,2128.0,326,DUONG QUYEN TO,196000,1920.0,2008.0
289,9 11,MAVERICK,SQ,2128.0,319,TWO-EIGHT-EIGHT HARBOR,199000,1920.0,1970.0
290,13 15,MAVERICK,SQ,2128.0,319,LIMA REALTY LLC ,325000,1920.0,2015.0
291,17 23,MAVERICK,SQ,2128.0,319,NGUYEN KENI,525000,1920.0,2014.0
292,25 31,MAVERICK,SQ,2128.0,358,QUISPE FELIMON TS,123500,0.0,
293,25 31,MAVERICK,SQ,2128.0,358,QUISPE FELIMON,130000,0.0,
294,65 67,MAVERICK,SQ,2128.0,357,VASCO LUIS E TS,353500,0.0,
295,40  ,NEW,ST,2128.0,402,RTC NEW STREET LLC,775500,1925.0,
296,60  ,BORDER,ST,2128.0,316,SIXTY BORDER STREET LLC,2349000,1899.0,2015.0
297,170  ,BORDER,ST,2128.0,317,ONE 70 BORDER STREET LLC,686873,1945.0,1980.0
298,178  ,BORDER,ST,2128.0,328,LIBERTY PLAZA RLTY INC,1397000,1977.0,2013.0
299,160 162,LIVERPOOL,ST,2128.0,332,CASTIELLO GIOVANNI,1057500,1930.0,2000.0
300,158 ,LIVERPOOL,ST,2128.0,337,CASTIELLO GIOVANNI,93200,0.0,
301,156 ,LIVERPOOL,ST,2128.0,337,CASTIELLO GINO,93100,0.0,
302,152 154,LIVERPOOL,ST,2128.0,332,LIVERPOOL ONE FIFTY TWO LLC,474000,1945.0,2011.0
303,108 110,LIVERPOOL,ST,2128.0,342,SOLOMON JOSEPH TRST,981668,1920.0,2006.0
304,   ,BORDER,ST,2128.0,342,FELDMAN SOLOMON,1767332,1989.0,2003.0
305,141  ,BORDER,ST,2128.0,311,MTHC  LLC,838000,1920.0,2016.0
306,143 ,BORDER,ST,2128.0,358,PEACE PROPERTIES INC,214500,,
307,154 158,MERIDIAN,ST,2128.0,344,MARCOCCIO ANTHONY ETAL,491500,1920.0,2016.0
308,148 150,MERIDIAN,ST,2128.0,327,CALLEJAS REAL ESTATE LLC,294000,1910.0,2012.0
309,146  ,MERIDIAN,ST,2128.0,326,CALLEJAS REAL ESTATE LLC,394000,1910.0,1990.0
310,111 113,LIVERPOOL,ST,2128.0,337,SHULMAN  DAVID   TS,57001,0.0,
311,121 123,LIVERPOOL,ST,2128.0,337,SHULMAN  DAVID,182399,0.0,
312,151 153,LIVERPOOL,ST,2128.0,332,CITY POINT LIVERPOOL LLC,1387500,1910.0,1982.0
313,   ,LIVERPOOL,ST,2128.0,332,NIGRO EUPREMIO TRST,235500,1996.0,
314,104 106,MERIDIAN,ST,2128.0,343,NOVIELLO  PAUL,497500,1900.0,
315,   ,MERIDIAN,ST,2128.0,337,PECTEN PROPERTIES LLC,107011,0.0,
316,   ,MERIDIAN,ST,2128.0,337,PECTEN PROPERTIES LLC,141732,0.0,
317,52 58,MERIDIAN,ST,2128.0,333,PECTEN PROPERTIES LLC,501158,1930.0,1998.0
318,64 68,PARIS,ST,2128.0,343,CIRUOLO GENEROSO TS,1771500,1899.0,
319,   ,PARIS,ST,2128.0,337,EAST BOSTON SAVINGS BANK,502599,0.0,
320,   ,MAVERICK,ST,2128.0,337,EAST BOSTON SAVNGS BNK,217980,0.0,
321,   ,MAVERICK,ST,2128.0,337,EAST BOSTON SAVNGS BNK,208793,0.0,
322,89 ,LONDON,ST,2128.0,437,AT&T,370000,,
323,89 ,LONDON,ST,2128.0,437,T MOBILE NORTHEAST LLC,370000,,
324,65 ,LIVERPOOL,ST,2128.0,438,AT&T,420500,,
325,75 -109,BORDER,ST,2128.0,400,COPPERSMITH  VILLAGE  RENTAL,1152300,1960.0,
326,76 -106,LIVERPOOL,ST,2128.0,402,PEACE  PROPERTIES  INC,497600,1960.0,
327,   ,MAVERICK,ST,2128.0,402,PAGLUCCA MICHAEL TRSTS,78100,1899.0,1970.0
328,188 -190,SUMNER,ST,2128.0,356,ONE NINETY SUMNER LLC,186500,0.0,
329,12 16,MAVERICK,SQ,2128.0,320,GILMARTIN WILLIAM T TRSTS,933500,1899.0,2016.0
330,2 10,MAVERICK,SQ,2128.0,387,RUSSO JONATHAN DELLO,534000,0.0,
331,20 ,MAVERICK,SQ,2128.0,357,EAST BOSTON NEIGHBORHOOD,99000,,
332,   ,WINTHROP,ST,2128.0,315,TEN WINTHROP STREET LLC,64500,2008.0,
333,127 129,MAVERICK,ST,2128.0,329,GALLEGO  INC,382000,1930.0,2014.0
334,42 44,MAVERICK,SQ,2128.0,319,BARTOLOMI LOIS A   TS,272000,1920.0,1950.0
335,40  ,MAVERICK,SQ,2128.0,319,F&A SANCHEZ LLC,225000,1920.0,
336,38 36,MAVERICK,SQ,2128.0,343,36-38 MAVERICK SQUARE LLC,519000,1920.0,2015.0
337,34  ,MAVERICK,SQ,2128.0,329,GINGER ARIES LLC,297500,1910.0,1970.0
338,8  ,WINTHROP,ST,2128.0,337,PARIS WINTHROP LLC,25400,0.0,
339,2 8,MERIDIAN,ST,2128.0,341,S-BNK EAST BOSTON LLC,870500,1910.0,1970.0
340,10 16,MERIDIAN,ST,2128.0,341,EAST BOSTON SAVINGS BANK,627471,1920.0,2012.0
341,18 20,MERIDIAN,ST,2128.0,344,MAVERICK SQUARE LLC,970500,1920.0,2016.0
342,46 48,MAVERICK,SQ,2128.0,344,BAZARIAN  BROTHERS  LLC,482250,,
343,1 1B,MERIDIAN,ST,2128.0,344,BAZARIAN  BROTHERS  LLC,482250,1930.0,1990.0
344,3 3A,MERIDIAN,ST,2128.0,342,FRANCO NICHOLAS R,226500,1930.0,
345,5 5A,MERIDIAN,ST,2128.0,342,FRANCO NICHOLAS R,249000,1930.0,
346,7 7A,MERIDIAN,ST,2128.0,343,FRANCO NICHOLAS R,166000,1930.0,1981.0
347,17 21,MERIDIAN,ST,2128.0,343,ABCD REAL ESTATE CORP,289500,0.0,
348,23 25,MERIDIAN,ST,2128.0,343,DAVOLIO MICHAEL A,341000,1920.0,2012.0
349,50  ,MAVERICK,SQ,2128.0,319,MAVERICK MEDICAL OFFICE LLC,516500,1900.0,2012.0
350,86  ,PARIS,ST,2128.0,337,EAST BOSTON COMMUNITY HEALTH,114576,0.0,
351,84  ,PARIS,ST,2128.0,337,EAST BOSTON COMMUNITY HEALTH,39424,0.0,
352,78  ,PARIS,ST,2128.0,337,F10 DEVELOPMENT LLC,24400,0.0,
353,51 57,MERIDIAN,ST,2128.0,342,F10 DEVELOPMENT LLC,388000,1920.0,1980.0
354,59 63,MERIDIAN,ST,2128.0,344,MERIDIAN MAVERICK LLC,1473000,1910.0,2016.0
355,   ,MERIDIAN,ST,2128.0,337,MERIDIAN MAVERICK LLC,74400,0.0,
356,71 73,MERIDIAN,ST,2128.0,319,OSPINA EDGAR L TS,313500,1930.0,2011.0
357,79 89,MERIDIAN,ST,2128.0,342,SEVENTY NINE MERIDIAN ST LLC,426000,1970.0,2016.0
358,   ,GOVE,ST,2128.0,337,SEVENTY-9  MERIDIAN STREET,29200,0.0,
359,   ,PARIS,PL,2128.0,337,SHERF DAVID E,44088,0.0,
360,   ,PARIS,PL,2128.0,337,SHERF DAVID E,143352,0.0,
361,   ,PARIS,PL,2128.0,337,SHERF DAVID E  ,64892,0.0,
362,   ,PARIS,PL,2128.0,337,SHERF DAVID E  ,210831,0.0,
363,97 101R,PORTER,ST,2128.0,337,D NICKOTA ENTERPRISES INC,116100,0.0,
364,103 ,PORTER,ST,2128.0,357,SANTARPIO CARLA TS,120500,1920.0,2010.0
365,107 107H,PORTER,ST,2128.0,326,SHERF DAVID E,40550,1933.0,2007.0
366,109  ,PORTER,ST,2128.0,326,SHERF DAVID E,24341,1933.0,2007.0
367,   ,PORTER,ST,2128.0,326,SABLONI ALBERT F        ETAL,139000,1900.0,
368,121 127,MERIDIAN,ST,2128.0,340,SCHIRRIPA FRANK TS,307500,1920.0,1970.0
369,137 -141,MERIDIAN,ST,2128.0,357,GREGORY ROBERT J TS,195500,0.0,
370,137 -141,MERIDIAN,ST,2128.0,357,GREGORY ROBERT J TS,113000,0.0,
371,138 -146,LONDON,ST,2128.0,320,LOMBARDO COMPANIES,1469339,2002.0,2013.0
372,1 5,WM C KELLY,SQ,2128.0,320,LOMBARDO SALVATRE A TRST,929137,0.0,2013.0
373,6 7,MERIDIAN,ST,2128.0,320,LOMBARDO COMPANIES LP,590725,0.0,
374,19  ,WM C KELLY,SQ,2128.0,319,W KELLY SQUARE REALTY LLC,351000,1910.0,1982.0
375,21  ,PORTER,ST,2128.0,319,IRZYKOWSKI WANDA L,572500,1910.0,1995.0
376,184 -220,BORDER,ST,2128.0,319,LIBERTY PLAZA RLTY INC,15640000,1960.0,2016.0
377,246 -260,BORDER,ST,2128.0,324,LOMBARDO  REALTY  INC,9387500,1998.0,
378,248 252,MERIDIAN,ST,2128.0,357,SEVILLE ON BOSTON HARBOR LLC,605500,0.0,
379,248 252,MERIDIAN,ST,2128.0,357,SEVILLE ON BOSTON HARBOR LLC,37000,0.0,
380,248 252,MERIDIAN,ST,2128.0,357,SEVILLE ON BOSTON HARBOR LLC,649500,0.0,
381,240 242,MERIDIAN,ST,2128.0,319,CASTUCCI BRIAN,275000,1920.0,1987.0
382,228 230,MERIDIAN,ST,2128.0,319,DOKU JOANNA TS,923500,1910.0,2009.0
383,40  ,WM C KELLY,SQ,2128.0,326,WILLIAM KELLY FORTY LLC,438500,1973.0,1991.0
384,221 -227,BORDER,ST,2128.0,320,LOMBARDO COMPANIES LP,1392500,1978.0,
385,2 4,SARATOGA,ST,2128.0,319,LAROSA ANTHONY,637500,1899.0,1995.0
386,   ,PRINCETON,ST,2128.0,337,YOCHUM BRUCE,77300,0.0,
387,42 30,SARATOGA,ST,2128.0,343,N E TEL * TEL CO,1116000,1956.0,
388,8 10,SARATOGA,ST,2128.0,370,VOZZELLA ANGELO,438500,1948.0,1960.0
389,6  ,BENNINGTON,ST,2128.0,326,FOUR DIAMOND LLC-MASS CP,231500,,
390,22 22A,WM C KELLY,SQ,2128.0,326,FOUR DIAMOND LLC-MASS CP,231500,1899.0,2015.0
391,24 29,WM C KELLY,SQ,2128.0,341,CRE JV 5 BRANCH HOLDINGS LLC,1129000,1928.0,1978.0
392,31 -34,WM C KELLY,SQ,2128.0,319,LOMBARDO DENNIS R,1210000,1931.0,2001.0
393,72  ,BENNINGTON,ST,2128.0,357,GUARINO JOSEPH TS,204500,0.0,
394,70  ,BENNINGTON,ST,2128.0,358,ROSSETTI DIANE TS,167500,0.0,
395,70 R,BENNINGTON,ST,2128.0,316,LI WEN WU,165155,,
396,66  ,BENNINGTON,ST,2128.0,320,LI WEN WU,257345,1899.0,1985.0
397,52 54,BENNINGTON,ST,2128.0,311,SALZBERG MARK,836000,1899.0,2013.0
398,46 A46,BENNINGTON,ST,2128.0,344,MERRIC CORP,624500,1920.0,1996.0
399,16 30,BENNINGTON,ST,2128.0,319,SITT EDDIE TRSTS,1457500,1920.0,2011.0
400,10 14,BENNINGTON,ST,2128.0,342,KYU KIM BYUNG TS,1543000,1920.0,2015.0
401,24  ,PORTER,ST,2128.0,311,TWENTY-4 PORTER ST RLTY LLC,317000,1900.0,1988.0
402,22  ,PORTER,ST,2128.0,320,TWENTY TWO PORTER LLC,257000,1920.0,2011.0
403,2 12,PORTER,ST,2128.0,341,EAST BOSTON SAVINGS BANK,1267500,1915.0,1996.0
404,17 A,BENNINGTON,ST,2128.0,319,NUNBERG NELSON ROBERT,199000,1900.0,1980.0
405,19  ,BENNINGTON,ST,2128.0,326,GRAJALES HUMBERTO    TS,381500,1900.0,1995.0
406,67  ,BENNINGTON,ST,2128.0,320,FARAZI ABDUL KALAM,177500,1899.0,1975.0
407,   ,HAVRE,ST,2128.0,387,SMOOT DONALD J,84400,0.0,
408,   ,HAVRE,ST,2128.0,387,SMOOT DONALD J,21100,0.0,
409,217  ,LONDON,ST,2128.0,332,SMOOT DONALD JOSEPH TRSTS,462500,1960.0,
410,219  ,LONDON,ST,2128.0,332,SMOOT DONALD JOSEPH TRST,509000,1920.0,1998.0
411,197 R,MARION,ST,2128.0,317,BRUNO PAUL TS,104300,1910.0,
412,191  ,PARIS,ST,2128.0,378,EBCDC INC,1963300,1899.0,2013.0
413,219  ,PARIS,ST,2128.0,317,GRAZIANO MICHELE A TRST,105500,1920.0,1970.0
414,8  ,BROOKS,ST,2128.0,320,CIRUOLO GENEROSO TS,165000,1940.0,2011.0
415,   ,BREMEN,ST,2128.0,387,CIAMPA INVESTMENTS INC,72000,0.0,
416,   ,HAVRE,ST,2128.0,337,CARDONAS INC,38700,0.0,
417,270 272,PARIS,ST,2128.0,332,RYAN REALTY TRUST,691000,1920.0,1970.0
418,   ,HAVRE,ST,2128.0,337,CARDONAS INC,64300,0.0,
419,   ,HAVRE,ST,2128.0,337,CARDONAS INC,38700,0.0,
420,170  ,MARION,ST,2128.0,342,FORZIATI  GIACOMO,214500,1960.0,2003.0
421,123  ,BENNINGTON,ST,2128.0,319,EL VALLE DE LA SULTANA,245000,1960.0,
422,164 -166,MARION,ST,2128.0,326,MARBENN CORPORATION,486500,1940.0,1998.0
423,164 -166,MARION,ST,2128.0,326,MARBENN CORPORATION,486500,1900.0,1998.0
424,102 104,MORRIS,ST,2128.0,332,CIAMPA GIUSEPPE JR,98300,1930.0,
425,291  ,CHELSEA,ST,2128.0,337,CAPPUCCIO NEFFO T TS,47800,0.0,
426,308  ,BREMEN,ST,2128.0,337,DEACETIS GINO,45700,0.0,
427,306  ,BREMEN,ST,2128.0,402,DEACETIS GINO,336500,1910.0,1983.0
428,292  ,BREMEN,ST,2128.0,337,DEACETIS EUGENE A,37800,0.0,
429,290  ,BREMEN,ST,2128.0,337,DEACETIS EUGENE A,33800,0.0,
430,288  ,BREMEN,ST,2128.0,337,DEACETIS EUGENE A TS,33800,0.0,
431,282  ,BREMEN,ST,2128.0,332,DEACETIS EUGENE A,466500,1950.0,
432,297 299,CHELSEA,ST,2128.0,320,CAPPUCCIO NEFFO T TS,619500,1940.0,1988.0
433,319 327,CHELSEA,ST,2128.0,355,THREE 25 CHELSEA ST RLTY LLC,893900,1925.0,1961.0
434,   ,BREMEN,ST,2128.0,332,LOGAN AUTOMOTIVE INC,64193,,
435,344  ,BREMEN,ST,2128.0,332,LOGAN AUTOMOTIVE INC,128407,1981.0,1996.0
436,259  ,BENNINGTON,ST,2128.0,328,DAMICO RENATA V JR,213500,1960.0,
437,336 340,CHELSEA,ST,2128.0,320,MAGRATH REALTY LLC,255500,1958.0,
438,336 340,CHELSEA,ST,2128.0,320,MAGRATH REALTY LLC,255500,1948.0,
439,227 227A,BUNKER HILL,ST,2129.0,343,D AND D BUNKER HILL,493500,1950.0,2016.0
440,229 231,BUNKER HILL,ST,2129.0,326,SMITH KEVIN L,382500,1935.0,2010.0
441,219 225R,BUNKER HILL,ST,2129.0,311,PHAN MIKE,902000,1899.0,2004.0
442, ,TUFTS,ST,2129.0,379,SUFFOLK  VINE  LLC,2677500,1899.0,2016.0
443, ,TUFTS,ST,2129.0,379,SUFFOLK  VINE  LLC,2677500,1899.0,2015.0
444, ,TUFTS,ST,2129.0,379,SUFFOLK  VINE  LLC,2677500,1899.0,2015.0
445,180 186,BUNKER HILL,ST,2129.0,357,PREVITE ANTHONY V    TS,201500,0.0,
446,180 186,BUNKER HILL,ST,2129.0,358,PREVITE ANTHONY V    TS,144500,0.0,
447,200 202A,BUNKER HILL,ST,2129.0,319,KELLY PAUL,422000,1930.0,
448,216 218,BUNKER HILL,ST,2129.0,337,BUNKER HILL REALTY LLC,108500,0.0,
449,   ,BUNKER HILL,ST,2129.0,337,BUNKER HILL REALTY LLC,81500,0.0,
450,1  ,CHURCH,CT,2129.0,358,BOSTON SKYE PROPERTIES LLC,204000,0.0,
451,1 2,THOMPSON,SQ,2129.0,346,THOMPSON SQ PARTNERS LLC,5108000,1899.0,2013.0
452,4  ,DEXTER,RO,2129.0,357,CHARRETTE STEVEN D,216000,0.0,
453,5 - 6,DEXTER,RO,2129.0,342,CHARLESTOWN PROFESSIONAL,1207000,1945.0,2015.0
454,185 HF189,MAIN,ST,2129.0,326,187 MAIN STREET  ASSOCIATES,600000,1900.0,
455,191 A191,MAIN,ST,2129.0,374,CHAN REALTY LLC,272000,1899.0,2002.0
456,193 201,MAIN,ST,2129.0,341,CHARLESTOWN COOPERATIVE BNK,1662500,1920.0,1982.0
457,211 -213,MAIN,ST,2129.0,357,BOWSHAD LLC,294500,0.0,
458,219 - 225,MAIN,ST,2129.0,357,TWO-19 MAIN  STREET  LLC,177000,0.0,
459,219 - 225,MAIN,ST,2129.0,357,GRASSO  JOHN  A,388000,0.0,
460,219 - 225,MAIN,ST,2129.0,357,OWENS  PATRICK  J,256500,0.0,
461,243 245,MAIN,ST,2129.0,311,DARVISH BIJAN,350500,1899.0,2001.0
462,251 247,MAIN,ST,2129.0,326,DARVISH BIJAN,1290500,1930.0,2016.0
463,253 255,MAIN,ST,2129.0,358,MCGONAGLE JOSEPH F,231000,0.0,
464,261 261A,MAIN,ST,2129.0,358,M AND S REALTY TRUST,199500,0.0,
465,12 14,SALEM,ST,2129.0,424,BOSTON EDISON CO,443500,1925.0,
466,281  ,MAIN,ST,2129.0,343,HATCH JOSIAH D,176500,1920.0,1986.0
467,283  ,MAIN,ST,2129.0,357,VARGAS JORGE H,171500,0.0,
468,285  ,MAIN,ST,2129.0,319,HOLLAND WILLIAM,245000,1899.0,
469,285 A,MAIN,ST,2129.0,319,JAVED REALTY LLC,245000,1900.0,
470,287  ,MAIN,ST,2129.0,319,TWO 87 MAIN LLC,291000,1900.0,2009.0
471,   ,MEDFORD,ST,2129.0,343,BRICKLAYERS AND MASONS UNION,616500,1973.0,
472, ,BUNKER HILL,ST,2129.0,437,ROMAN CATHOLIC ARCH DIOCESE,267500,,
473,   ,MEDFORD,ST,2129.0,328,DEFIORE FRANCES E,190500,1989.0,
474,259  ,BUNKER HILL,ST,2129.0,358,KARJAN INC,143500,0.0,
475,   ,MEDFORD,ST,2129.0,441,BLUE CIRCLE ATLANTIC INC,317964,0.0,
476,291 295,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),436439,,
477,285  ,MEDFORD,ST,2129.0,400,BLUE CIRCLE ATLANTIC INC,8229436,2000.0,
478,285  ,MEDFORD,ST,2129.0,400,BLUE CIRCLE ATLANTIC INC,8229436,1920.0,
479,305  ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),33207,,
480,  309R,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),1854865,0.0,
481,   ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),218219,0.0,
482,325  ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),123341,0.0,
483,   ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),90134,0.0,
484,315 R,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),2827364,0.0,
485,   ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),232451,0.0,
486,   ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),256171,0.0,
487,333  ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),4957376,1936.0,
488,395 441,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),284634,0.0,
489,   ,MEDFORD,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),5113924,0.0,
490,   ,MEDFORD,ST,2129.0,400,SCHRAFFT CENTER LLC,459230,,
491,  445R,MEDFORD,ST,2129.0,316,SCHRAFFT CENTER LLC,7875270,1899.0,2011.0
492, ,MAIN,ST,2129.0,444,BOSTON AUTOPORT LLC (LESSEE),1254000,,
493,465 R,MEDFORD,ST,2129.0,344,FLATLEY JOHN J TS,18986171,1920.0,2015.0
494,   ,MEDFORD,ST,2129.0,316,WISE JEROLD I TRST,173843,0.0,
495,511 523,MEDFORD,ST,2129.0,316,WISE JEROLD I TRST,2095657,1899.0,
496,523  ,MEDFORD,ST,2129.0,318,MATTEOSIAN LEON D,154511,1899.0,
497,521  ,MEDFORD,ST,2129.0,316,MATTEOSIAN LEON D,401285,1899.0,
498,545  ,MEDFORD,ST,2129.0,353,BUNKER HILL KNIGHTS OF,1328500,,
499,529 543,MAIN,ST,2129.0,346,SCHRAFFT CENTER LLC,83262500,1928.0,2009.0
500,   ,ALFORD,ST,2129.0,337,SCHRAFFT CENTER LLC,334300,0.0,
501,173  ,ALFORD,ST,2129.0,424,CONSTELLATION MYSTIC POWER,4673800,1930.0,
502,215  ,ALFORD,ST,2129.0,317,JOSEPH  MARCHESE HOLDING  CO,335500,1980.0,
503,   ,ALFORD,ST,2129.0,442,EVERETT PROPERTY LLC,2450000,0.0,
504,62 68,ALFORD,ST,2129.0,400,CHARLES M HOYT III 2014,1557000,1910.0,
505,96 104,ARLINGTON,AV,2129.0,400,RAD  REALTY  CORPORATION,1494000,1920.0,
506,90 -92,ARLINGTON,AV,2129.0,404,HERRMANN KAREN,717000,1920.0,
507,   ,ARLINGTON,AV,2129.0,337,HERRMANN KAREN,40000,0.0,
508,   ,ARLINGTON,AV,2129.0,337,TRADITIONAL CRAFT INITIATIVE,38500,0.0,
509,   ,ARLINGTON,AV,2129.0,337,TRADITIONAL CRAFT INITIATIVE,39100,0.0,
510,   ,ARLINGTON,AV,2129.0,337,TRADITIONAL CRAFT INITIATIVE,39100,0.0,
511,80  ,ARLINGTON,AV,2129.0,337,TRADITIONAL CRAFT INITIATIVE,35900,0.0,
512,10 -14,DORRANCE,ST,2129.0,414,ROSEMA  LLC,1458500,1970.0,1999.0
513,6 10,TEMPLE,ST,2129.0,353,CRONIN CLUB INC,324000,1940.0,1990.0
514,3  ,SHERMAN,ST,2129.0,317,BOSPROP LLC,970000,1900.0,
515,655 655A,MYSTIC,AV,2129.0,441,FLYNN PATRICIA,32900,0.0,
516,   ,SHERMAN,SQ,2129.0,441,FLYNN PATRICIA,33900,0.0,
517,   ,SHERMAN,SQ,2129.0,441,FLYNN PATRICIA,33900,0.0,
518,   ,SHERMAN,SQ,2129.0,441,FLYNN PATRICIA,34100,0.0,
519,   ,SHERMAN,SQ,2129.0,441,FLYNN PATRICIA,36300,0.0,
520,   ,SHERMAN,SQ,2129.0,441,FLYNN RICHARD CHARLES,31000,0.0,
521,   ,SHERMAN,SQ,2129.0,441,FLYNN RICHARD CHARLES,29600,0.0,
522,   ,SHERMAN,SQ,2129.0,441,FLYNN RICHARD CHARLES,34900,0.0,
523,5  ,SHERMAN,ST,2129.0,337,GOLDMAN BARRY R TS,1176031,0.0,
524,7 9,SHERMAN,ST,2129.0,401,GOLDMAN BARRY TS,1034970,1899.0,1986.0
525,27  ,WEST,ST,2129.0,402,BOSTON EDISON COMPANY,1109500,0.0,
526, ,MAIN,ST,2129.0,465,CLEAR  CHANNEL OUTDOOR  INC,49000,,
527,17  ,CALDWELL,ST,2129.0,343,BP  CALDWELL  LLC,391000,1978.0,
528,6  ,SEVER,ST,2129.0,344,CONNOR WARREN P TRST,464000,1950.0,1970.0
529,31  ,CAMBRIDGE,ST,2129.0,358,MCG REALTY CORP,184500,0.0,
530,33 39,CAMBRIDGE,ST,2129.0,342,LOCAL 25 HEALTH & WELFARE,2437500,1950.0,
531,   ,CAMBRIDGE,ST,2129.0,337,LOCAL 25 HEALTH & WELFARE,112600,0.0,
532, ,CAMBRIDGE,ST,2129.0,465,CLEAR  CHANNEL OUTDOOR  INC,97500,,
533, ,CAMBRIDGE,ST,2129.0,465,CLEAR CHANNEL OUTDOOR,709500,,
534, ,CAMBRIDGE,ST,2129.0,320,DONUTS-N-DONUTS INC,28000,0.0,
535, ,CAMBRIDGE,ST,2129.0,320,AL-SHIBLAWI FALAH,21500,0.0,
536,   ,CAMBRIDGE,ST,2129.0,387,CAMBRIDGE CLINTON PARK LLC,113627,0.0,
537,89  ,CAMBRIDGE,ST,2129.0,343,GRAVES ROBERT,734000,1980.0,2004.0
538,   ,CLINTON,PL,2129.0,387,CAMBRIDGE CLINTON PARK LLC,63518,0.0,
539,   ,CLINTON,PL,2129.0,387,CAMBRIDGE CLINTON PARK LLC,110898,0.0,
540,   ,CLINTON,PL,2129.0,387,CAMBRIDGE CLINTON PARK LLC,107457,0.0,
541,   ,BRIGHTON,ST,2129.0,337,JAY TWO REALTY PARTNERS LLC,219700,0.0,
542,99 103,CAMBRIDGE,ST,2129.0,328,JAY TWO REALTY PARTNERS LLC,880000,1978.0,2013.0
543,111 119,CAMBRIDGE,ST,2129.0,333,DARISH IDA,1456400,2000.0,
544,123 145,CAMBRIDGE,ST,2129.0,332,DARISH IDA,1101300,1975.0,1980.0
545,123 145,CAMBRIDGE,ST,2129.0,332,DARISH IDA,1101300,1965.0,2011.0
546,11  ,CRESCENT,ST,2129.0,337,DARISH IDA,42200,0.0,
547,1 5,CRESCENT,ST,2129.0,407,BERBERIAN GERALD A TS,479500,1922.0,1978.0
548,142  ,CAMBRIDGE,ST,2129.0,343,BERBERIAN GERALD A TS,611500,1899.0,1988.0
549,128 140,CAMBRIDGE,ST,2129.0,316,BERBERIAN GERALD A,1717500,1920.0,2005.0
550,   ,CAMBRIDGE,ST,2129.0,337,PARADIGM DIRECT ROLAND LLC,492000,0.0,
551,   ,CARTER,ST,2129.0,337,PARISI ANGELO A TRSTS,60300,0.0,
552,9 15,CARTER,ST,2129.0,337,PARISI ANGELO A TRSTS,113600,0.0,
553,116  ,CAMBRIDGE,ST,2129.0,332,PARISI PAUL A TS,642500,1960.0,1994.0
554,116  ,CAMBRIDGE,ST,2129.0,332,PARISI PAUL A TS,642500,1977.0,
555,75  ,CRESCENT,ST,2129.0,337,BERBERIAN GERALD A   TS,96400,0.0,
556,56  ,ROLAND,ST,2129.0,344,PARADIGM DIRECT ROLAND LLC,15085500,1930.0,2016.0
557,52  ,ROLAND,ST,2129.0,343,PARADIGM DIRECT ROLAND LLC,2086500,1925.0,2016.0
558,40  ,ROLAND,ST,2129.0,405,BOSTON PAPER BOARD CORP,1308415,1920.0,
559,   ,ROLAND,ST,2129.0,440,BOSTON PAPER BOARD CORP,1090585,0.0,
560,10  ,ROLAND,ST,2129.0,320,CROSBY WHISTLE MILL LLC,1577578,1903.0,2012.0
561,24  ,ROLAND,ST,2129.0,337,CROSBY WHISTLE MILL LLC,535508,0.0,
562,   ,ROLAND,ST,2129.0,337,CROSBY WHISTLE MILL LLC,228728,0.0,
563,  R,ROLAND,ST,2129.0,337,CROSBY WHISTLE MILL LLC,1292,0.0,
564,   ,ROLAND,ST,2129.0,337,CROSBY WHISTLE MILL LLC,241392,0.0,
565,   ,ROLAND,ST,2129.0,440,BOSTON PAPER BOARD CORP,7400,0.0,
566, ,CAMBRIDGE,ST,2129.0,465,CLEAR  CHANNEL OUTDOOR  INC,884000,,
567,   ,CARTER,ST,2129.0,325,LIN XIA TS,159543,1960.0,1984.0
568,2  ,CARTER,ST,2129.0,325,LIN XIA TS,139957,,
569,92 100,CAMBRIDGE,ST,2129.0,404,PARISI ANGELO A TRSTS,4306500,1955.0,1975.0
